"status","current_exists","achievement_id","title","description","category_id","category_name","criteria_tree_id","flags","points"
"cataclysm_category_confirmed","True","4825","Explore Vashj'ir","Explore Vashj'ir, revealing the covered areas of the world map.","15069","Cataclysm","15675","0","10"
"cataclysm_category_confirmed","True","4827","Surveying the Damage","Explore the following areas in Kalimdor and the Eastern Kingdoms to see the changes wrought by the Cataclysm.","15069","Cataclysm","18347","0","10"
"cataclysm_category_confirmed","True","4833","Blackrock Caverns","Defeat Ascendant Lord Obsidius in Blackrock Caverns.","15067","Cataclysm Dungeon","14953","0","10"
"cataclysm_category_confirmed","True","4839","Throne of the Tides","Defeat Ozumat in Throne of the Tides.","15067","Cataclysm Dungeon","14859","0","10"
"cataclysm_category_confirmed","True","4840","Grim Batol","Defeat Erudax in Grim Batol.","15067","Cataclysm Dungeon","14862","0","10"
"cataclysm_category_confirmed","True","4841","Halls of Origination","Defeat Rajh in Halls of Origination.","15067","Cataclysm Dungeon","16851","0","10"
"cataclysm_category_confirmed","True","4842","Blackwing Descent","Defeat the bosses in Blackwing Descent.","15068","Cataclysm Raid","15624","0","10"
"cataclysm_category_confirmed","True","4846","The Stonecore","Defeat High Priestess Azil in the Stonecore.","15067","Cataclysm Dungeon","17303","0","10"
"cataclysm_category_confirmed","True","4847","The Vortex Pinnacle","Defeat Asaad in the Vortex Pinnacle.","15067","Cataclysm Dungeon","17306","0","10"
"cataclysm_category_confirmed","True","4848","Lost City of the Tol'vir","Defeat Siamat, Lord of the South Wind in the Lost City of the Tol'vir.","15067","Cataclysm Dungeon","15208","0","10"
"cataclysm_category_confirmed","True","4849","Keeping it in the Family","Damage Nefarian below 50% health before he lands for the final confrontation and then defeat Nefarian in Blackwing Descent.","15068","Cataclysm Raid","15707","0","10"
"cataclysm_category_confirmed","True","4850","The Bastion of Twilight","Defeat the bosses in the Bastion of Twilight.","15068","Cataclysm Raid","13128","0","10"
"cataclysm_category_confirmed","True","4851","Throne of the Four Winds","Defeat the bosses in Throne of the Four Winds.","15068","Cataclysm Raid","12484","0","10"
"cataclysm_category_confirmed","True","4852","Double Dragon","Kill 6 Twilight Fiends in the Twilight Realm and then defeat Valiona and Theralion in the Bastion of Twilight.","15068","Cataclysm Raid","18362","0","10"
"cataclysm_category_confirmed","True","4863","Explore Hyjal","Explore Hyjal, revealing the covered areas of the world map.","15069","Cataclysm","13691","0","10"
"cataclysm_category_confirmed","True","4864","Explore Deepholm","Explore Deepholm, revealing the covered areas of the world map.","15069","Cataclysm","15367","0","10"
"cataclysm_category_confirmed","True","4865","Explore Uldum","Explore Uldum, revealing the covered areas of the world map.","15069","Cataclysm","15497","0","10"
"cataclysm_category_confirmed","True","4866","Explore Twilight Highlands","Explore Twilight Highlands, revealing the covered areas of the world map.","15069","Cataclysm","12809","0","10"
"cataclysm_category_confirmed","True","4869","Sinking into Vashj'ir","Complete the Vashj'ir storylines listed below.","15070","Cataclysm","14409","0","10"
"cataclysm_category_confirmed","True","4870","Coming Down the Mountain","Complete the Mount Hyjal storylines listed below.","15070","Cataclysm","16871","0","10"
"cataclysm_category_confirmed","True","4871","Deep into Deepholm","Complete the Deepholm storylines listed below.","15070","Cataclysm","14580","0","10"
"cataclysm_category_confirmed","True","4872","Unearthing Uldum","Complete the Uldum storylines listed below.","15070","Cataclysm","14583","0","10"
"cataclysm_category_confirmed","True","4873","Fading into Twilight","Complete the Twilight Highlands storylines listed below.","15070","Cataclysm","12789","0","10"
"cataclysm_category_confirmed","True","4874","Breaking Out of Tol Barad","Complete 100 daily quests in Tol Barad.","15070","Cataclysm","12792","128","10"
"cataclysm_category_confirmed","True","4875","Loremaster of Cataclysm","Complete the Cataclysm quest achievements listed below.","15070","Cataclysm","17280","131072","10"
"cataclysm_category_confirmed","True","4881","The Earthen Ring","Earn Exalted status with the Earthen Ring.","15072","Cataclysm","15281","0","10"
"cataclysm_category_confirmed","True","4882","The Guardians of Hyjal","Earn Exalted status with the Guardians of Hyjal.","15072","Cataclysm","15284","0","10"
"cataclysm_category_confirmed","True","4883","Therazane","Earn Exalted status with Therazane.","15072","Cataclysm","16980","0","10"
"cataclysm_category_confirmed","True","4884","Ramkahen","Earn Exalted status with the Ramkahen Tol'vir.","15072","Cataclysm","17355","0","10"
"cataclysm_category_confirmed","True","4885","Wildhammer Clan","Earn Exalted status with the Wildhammer Clan.","15072","Cataclysm","17358","0","10"
"cataclysm_category_confirmed","True","4886","Dragonmaw Clan","Earn Exalted status with the Dragonmaw Clan.","15072","Cataclysm","17361","0","10"
"cataclysm_category_confirmed","True","4959","Beware of the 'Unbeatable?' Pterodactyl","Complete the jousting quests in Mount Hyjal up to and including Egg Wave.","15070","Cataclysm","17619","0","10"
"cataclysm_category_confirmed","True","4960","Round Three. Fight!","Complete the Crucible of Carnage quests in Twilight Highlands up to and including The Twilight Terror!","15070","Cataclysm","15038","0","10"
"cataclysm_category_confirmed","True","4961","In a Thousand Years Even You Might be Worth Something","Complete the Coffer of Promise quests in Uldum up to and including Harrison Jones and the Temple of Uldum.","15070","Cataclysm","19216","0","10"
"cataclysm_category_confirmed","True","4975","From Hell's Heart I Stab at Thee","Defeat the Whale Shark in Vashj'ir (despite or perhaps because of the fact that he drops no loot).","15069","Cataclysm","15533","0","10"
