"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","trade_category_name","house_decor_recipe","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","2329","Elixir of Lion's Strength","1378","639","Elixirs","False","1","0"
"named_recipe","True","True","Alchemy","171","2330","Minor Healing Potion","1377","638","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","2331","Minor Mana Potion","1379","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","2332","Minor Rejuvenation Potion","1380","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","2333","Elixir of Lesser Agility","1821","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","2334","Elixir of Minor Fortitude","1382","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","2335","Swiftness Potion","1383","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","2337","Lesser Healing Potion","1385","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3170","Weak Troll's Blood Elixir","1832","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3171","Elixir of Wisdom","1814","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3173","Lesser Mana Potion","1816","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3174","Potion of Curing","1817","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3175","Limited Invulnerability Potion","11316","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3176","Strong Troll's Blood Elixir","1819","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3177","Elixir of Defense","1820","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3188","Elixir of Ogre's Strength","1822","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3230","Elixir of Minor Agility","1833","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3447","Healing Potion","1930","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3448","Lesser Invisibility Potion","1931","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3449","Shadow Oil","1932","643","Oils","False","0","0"
"named_recipe","True","True","Alchemy","171","3450","Elixir of Fortitude","1933","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3451","Major Troll's Blood Elixir","1934","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3452","Mana Potion","1935","638","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","3453","Elixir of Detect Lesser Invisibility","1936","639","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","3454","Frost Oil","1937","643","Oils","False","0","0"
"named_recipe","True","True","Alchemy","171","4508","Discolored Healing Potion","2907","638","Potions","False","0","0"
