"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","trade_category_name","house_decor_recipe","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","17632","Alchemist Stone","9976","637","Trinkets","False","0","0"
"named_recipe","True","True","Alchemy","171","28543","Elixir of Camouflage","13961","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28544","Elixir of Major Strength","13962","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28545","Elixir of Healing Power","13963","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28546","Sneaking Potion","13964","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28549","Elixir of Major Frost Power","13965","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28550","Insane Strength Potion","13966","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28551","Super Healing Potion","13968","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28552","Elixir of the Searching Eye","13967","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28553","Elixir of Major Agility","13969","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28554","Shrouding Potion","13970","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28555","Super Mana Potion","13971","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28556","Elixir of Major Firepower","13972","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28557","Elixir of Major Defense","13973","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28558","Elixir of Major Shadow Power","13974","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28562","Major Dreamless Sleep Potion","13975","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28563","Heroic Potion","13976","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28564","Haste Potion","13977","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28565","Destruction Potion","13978","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28566","Transmute: Primal Air to Fire","13979","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28567","Transmute: Primal Earth to Water","13980","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28568","Transmute: Primal Fire to Earth","13981","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28569","Transmute: Primal Water to Air","13982","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28570","Elixir of Major Mageblood","13983","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28571","Major Fire Protection Potion","13985","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28572","Major Frost Protection Potion","13986","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28573","Major Nature Protection Potion","13988","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28575","Major Arcane Protection Potion","13984","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28576","Major Shadow Protection Potion","13989","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28577","Major Holy Protection Potion","13987","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28578","Elixir of Empowerment","13990","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","28579","Ironshield Potion","13991","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28580","Transmute: Primal Shadow to Water","13996","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28581","Transmute: Primal Water to Shadow","13997","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28582","Transmute: Primal Mana to Fire","13995","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28583","Transmute: Primal Fire to Mana","13993","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28584","Transmute: Primal Life to Earth","13994","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28585","Transmute: Primal Earth to Life","13992","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","28586","Super Rejuvenation Potion","13998","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","28587","Flask of Fortification","14000","635","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","28588","Flask of Mighty Versatility","14001","635","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","28589","Flask of Relentless Assault","14002","635","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","28590","Flask of Blinding Light","13999","635","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","28591","Flask of Pure Death","14003","635","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","29688","Transmute: Primal Might","14157","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","32765","Transmute: Earthstorm Diamond","14913","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","32766","Transmute: Skyfire Diamond","14914","636","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","33732","Volatile Healing Potion","15043","633","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","33733","Unstable Mana Potion","15046","633","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","33738","Onslaught Elixir","15044","634","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","33740","Adept's Elixir","15045","634","Elixirs","False","0","0"
