"status","release_decision","acquisition_expansion","unavailable","current_exists","official_guide_match","toy_id","item_id","original_item_id","name","source_patch","source_type_enum","flags","source_text"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","9","34480","34480","Romantic Picnic Basket","2.4.0","6","0","|cFFFFD200Holiday: |rLove is in the Air|n|cFFFFD200Vendor: |rLovely Merchant|n|cFFFFD200Zone: |rCapital Cities|n|cFFFFD200Cost: |r10|TINTERFACE\ICONS\INV_VALENTINESCARD01.BLP:0|t|n|n"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","99","32782","32782","Time-Lost Figurine","2.2.0","0","0","|cFFFFD200Drop: |rTerokk|n|cFFFFD200Zone: |rTerokkar Forest"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","192","34686","34686","Brazier of Dancing Flames","2.4.0","6","0","|cFFFFD200Vendor: |rMidsummer Merchant|n|cFFFFD200Zone: |rCapital Cities|n|cFFFFD200Cost: |r300|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","193","33927","33927","Brewfest Pony Keg","2.2.0","6","0","|cFFFFD200Vendor: |rBrewfest Vendors|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","195","37710","37710","Crashin' Thrashin' Racer Controller","2.4.3","6","0","|cFFFFD200World Event: |rFeast of Winter Veil"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","196","23767","23767","Crashin' Thrashin' Robot","2.0.5","3","0","|cFFFFD200Profession: |rEngineering"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","227","35275","35275","Orb of the Sin'dorei","2.4.0","0","0","|cFFFFD200Drop: |rWorld Drop"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","230","30690","30690","Power Converter","2.0.5","1","0","|cFFFFD200Quest: |rShow Them Gnome Mercy!|n|cFFFFD200Zone: |rBlade's Edge Mountains"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","431","129926","129926","Mark of the Ashtongue","6.2.3","-1","0","|cFFFFD200Vendor: |rCupri|n|cFFFFD200Zone: |rShattrath|n"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","436","129929","129929","Ever-Shifting Mirror","6.2.3","2","0","|cFFFFD200Vendor: |rCupri|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r500|TInterface\Icons\pvecurrency-justice.BLP:0|t"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","481","30544","30544","Ultrasafe Transporter: Toshley's Station","2.0.5","3","2","|cFFFFD200Profession: |rEngineering"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","False","483","30542","30542","Dimensional Ripper - Area 52","2.0.5","3","2","|cFFFFD200Profession: |rEngineering"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","487","134019","134019","Don Carlos' Famous Hat","7.0.3","0","0","|cFFFFD200Drop: |rDon Carlos|n|cFFFFD200Zone: |rOld Hillsbrad Foothills"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","489","134021","30847","X-52 Rocket Helmet","2.0.1","1","0","|cFFFFD200Quest: |rBack to the Chief!|n|cFFFFD200Zone: |rNetherstorm"
"tbc_source_confirmed","include_tbc","the_burning_crusade","False","True","True","501","134007","134007","Eternal Black Diamond Ring","7.0.3","2","0","|cFFFFD200Vendor: |rHaris Pilton|n|cFFFFD200Zone: |rTerokkar Forest|n|cFFFFD200Cost: |r5000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
