"status","current_exists","achievement_id","title","description","category_id","category_name","criteria_tree_id","flags","points"
"tbc_category_confirmed","True","208","Eye of the Storm Victory","Win Eye of the Storm.","14803","Eye of the Storm","1763","0","10"
"tbc_category_confirmed","True","209","Eye of the Storm Veteran","Complete 100 victories in Eye of the Storm.","14803","Eye of the Storm","1766","128","10"
"tbc_category_confirmed","True","211","Storm Glory","While your team holds 4 of the bases in Eye of the Storm, personally grab the flag and capture it.","14803","Eye of the Storm","183","0","10"
"tbc_category_confirmed","True","212","Storm Capper","Personally carry and capture the flag in Eye of the Storm.","14803","Eye of the Storm","5265","128","10"
"tbc_category_confirmed","True","213","Stormtrooper","Kill 5 flag carriers in a single Eye of the Storm battle.","14803","Eye of the Storm","5778","128","10"
"tbc_category_confirmed","True","214","Flurry","Win Eye of the Storm in under 6 minutes.","14803","Eye of the Storm","3145","0","10"
"tbc_category_confirmed","True","216","Bound for Glory","In a single Eye of the Storm match, capture the flag 3 times without dying.","14803","Eye of the Storm","5268","0","10"
"tbc_category_confirmed","True","233","Bloodthirsty Berserker","Get a killing blow while under the effects of the berserker buff in Eye of the Storm.","14803","Eye of the Storm","5215","0","10"
"tbc_category_confirmed","True","587","Stormy Assassin","In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.","14803","Eye of the Storm","4060","0","10"
"tbc_category_confirmed","True","647","Hellfire Ramparts","Defeat Omor the Unscarred.","14805","The Burning Crusade","957","0","10"
"tbc_category_confirmed","True","648","The Blood Furnace","Defeat Keli'dan the Breaker.","14805","The Burning Crusade","962","0","10"
"tbc_category_confirmed","True","649","The Slave Pens","Defeat Quagmirran.","14805","The Burning Crusade","1222","0","10"
"tbc_category_confirmed","True","650","Underbog","Defeat The Black Stalker.","14805","The Burning Crusade","5290","0","10"
"tbc_category_confirmed","True","651","Mana-Tombs","Defeat Nexus-Prince Shaffar.","14805","The Burning Crusade","2494","0","10"
"tbc_category_confirmed","True","652","The Escape From Durnholde","Defeat Epoch Hunter.","14805","The Burning Crusade","1225","0","10"
"tbc_category_confirmed","True","653","Sethekk Halls","Defeat Talon King Ikiss.","14805","The Burning Crusade","1229","0","10"
"tbc_category_confirmed","True","654","Shadow Labyrinth","Defeat Murmur.","14805","The Burning Crusade","2498","0","10"
"tbc_category_confirmed","True","655","Opening of the Dark Portal","Defeat Aeonus.","14805","The Burning Crusade","1233","0","10"
"tbc_category_confirmed","True","656","The Steamvault","Defeat Warlord Kalithresh.","14805","The Burning Crusade","1148","0","10"
"tbc_category_confirmed","True","657","The Shattered Halls","Defeat Warchief Kargath Bladefist.","14805","The Burning Crusade","2686","0","10"
"tbc_category_confirmed","True","658","The Mechanar","Defeat Pathaleon the Calculator.","14805","The Burning Crusade","1238","0","10"
"tbc_category_confirmed","True","659","The Botanica","Defeat Warp Splinter.","14805","The Burning Crusade","3592","0","10"
"tbc_category_confirmed","True","660","The Arcatraz","Defeat Harbinger Skyriss.","14805","The Burning Crusade","4322","0","10"
"tbc_category_confirmed","True","661","Magister's Terrace","Defeat Kael'thas Sunstrider.","14805","The Burning Crusade","4318","0","10"
"tbc_category_confirmed","True","666","Auchenai Crypts","Defeat Exarch Maladaar.","14805","The Burning Crusade","1035","0","10"
"tbc_category_confirmed","True","667","Heroic: Hellfire Ramparts","Defeat the leaders of Hellfire Ramparts on Heroic Difficulty.","14805","The Burning Crusade","8029","0","10"
"tbc_category_confirmed","True","668","Heroic: The Blood Furnace","Defeat Keli'dan the Breaker on Heroic Difficulty.","14805","The Burning Crusade","529","0","10"
"tbc_category_confirmed","True","669","Heroic: The Slave Pens","Defeat Quagmirran on Heroic Difficulty.","14805","The Burning Crusade","1040","0","10"
"tbc_category_confirmed","True","670","Heroic: Underbog","Defeat The Black Stalker on Heroic Difficulty.","14805","The Burning Crusade","2370","0","10"
"tbc_category_confirmed","True","671","Heroic: Mana-Tombs","Defeat Nexus-Prince Shaffar on Heroic Difficulty.","14805","The Burning Crusade","4438","0","10"
"tbc_category_confirmed","True","672","Heroic: Auchenai Crypts","Defeat Exarch Maladaar on Heroic Difficulty.","14805","The Burning Crusade","2738","0","10"
"tbc_category_confirmed","True","673","Heroic: The Escape From Durnholde","Defeat Epoch Hunter on Heroic Difficulty.","14805","The Burning Crusade","5803","0","10"
"tbc_category_confirmed","True","674","Heroic: Sethekk Halls","Defeat Talon King Ikiss on Heroic Difficulty.","14805","The Burning Crusade","4975","0","10"
"tbc_category_confirmed","True","675","Heroic: Shadow Labyrinth","Defeat Murmur on Heroic Difficulty.","14805","The Burning Crusade","6195","0","10"
"tbc_category_confirmed","True","676","Heroic: Opening of the Dark Portal","Defeat Aeonus on Heroic Difficulty.","14805","The Burning Crusade","6166","0","10"
"tbc_category_confirmed","True","677","Heroic: The Steamvault","Defeat Warlord Kalithresh on Heroic Difficulty.","14805","The Burning Crusade","2373","0","10"
"tbc_category_confirmed","True","678","Heroic: The Shattered Halls","Defeat Warchief Kargath Bladefist on Heroic Difficulty.","14805","The Burning Crusade","936","0","10"
"tbc_category_confirmed","True","679","Heroic: The Mechanar","Defeat Pathaleon the Calculator on Heroic Difficulty.","14805","The Burning Crusade","425","0","10"
"tbc_category_confirmed","True","680","Heroic: The Botanica","Defeat Warp Splinter on Heroic Difficulty.","14805","The Burning Crusade","6207","0","10"
"tbc_category_confirmed","True","681","Heroic: The Arcatraz","Defeat Harbinger Skyriss on Heroic Difficulty.","14805","The Burning Crusade","2235","0","10"
"tbc_category_confirmed","True","682","Heroic: Magister's Terrace","Defeat Kael'thas Sunstrider on Heroic Difficulty.","14805","The Burning Crusade","3432","0","10"
"tbc_category_confirmed","True","690","Karazhan","Defeat Prince Malchezaar in Karazhan.","14805","The Burning Crusade","2555","0","10"
"tbc_category_confirmed","True","692","Gruul's Lair","Defeat Gruul the Dragonkiller in Gruul's Lair.","14805","The Burning Crusade","3705","0","10"
"tbc_category_confirmed","True","693","Magtheridon's Lair","Defeat Magtheridon in Magtheridon's Lair.","14805","The Burning Crusade","2561","0","10"
"tbc_category_confirmed","True","694","Serpentshrine Cavern","Defeat Lady Vashj in Serpentshrine Cavern.","14805","The Burning Crusade","2703","0","10"
"tbc_category_confirmed","True","695","The Battle for Mount Hyjal","Defeat Archimonde in The Battle for Mount Hyjal.","14805","The Burning Crusade","1489","0","10"
"tbc_category_confirmed","True","696","Tempest Keep","Defeat Kael'thas Sunstrider in Tempest Keep.","14805","The Burning Crusade","2598","0","10"
"tbc_category_confirmed","True","697","The Black Temple","Defeat Illidan Stormrage in The Black Temple.","14805","The Burning Crusade","2632","0","10"
"tbc_category_confirmed","True","698","Sunwell Plateau","Defeat Kil'jaeden in Sunwell Plateau.","14805","The Burning Crusade","152","0","10"
"tbc_category_confirmed","True","763","The Burning Crusader","Raise all of The Burning Crusade dungeon reputations to Exalted.","14865","The Burning Crusade","8077","0","20"
"tbc_category_confirmed","True","764","The Burning Crusader","Raise all of The Burning Crusade dungeon reputations to Exalted.","14865","The Burning Crusade","4223","0","20"
"tbc_category_confirmed","True","783","The Perfect Storm","Win Eye of the Storm with a score of 1500 to 0.","14803","Eye of the Storm","267","0","10"
"tbc_category_confirmed","True","784","Eye of the Storm Domination","Win Eye of the Storm 10 times while holding 4 bases.","14803","Eye of the Storm","2958","128","10"
