"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","370438","Phial of the Eye in the Storm","46762","1603","0","0"
"named_recipe","True","True","Alchemy","171","370453","Phial of Still Air","46763","1603","0","0"
"named_recipe","True","True","Alchemy","171","370456","Phial of Icy Preservation","46764","1644","0","0"
"named_recipe","True","True","Alchemy","171","370457","Iced Phial of Corrupting Rage","46765","1644","0","0"
"named_recipe","True","True","Alchemy","171","370460","Phial of Charged Isolation","46766","1603","0","0"
"named_recipe","True","True","Alchemy","171","370462","Phial of Glacial Fury","46767","1644","0","0"
"named_recipe","True","True","Alchemy","171","370463","Phial of Static Empowerment","46768","1603","0","0"
"named_recipe","True","True","Alchemy","171","370465","Phial of Tepid Versatility","46769","1644","0","0"
"named_recipe","True","True","Alchemy","171","370472","Aerated Phial of Deftness","46770","1603","0","0"
"named_recipe","True","True","Alchemy","171","370473","Steaming Phial of Finesse","46771","1644","0","0"
"named_recipe","True","True","Alchemy","171","370476","Charged Phial of Alacrity","46772","1603","0","0"
"named_recipe","True","True","Alchemy","171","370478","Potion of Frozen Fatality","46773","1645","0","0"
"named_recipe","True","True","Alchemy","171","370483","Crystalline Phial of Perception","46774","1644","0","0"
"named_recipe","True","True","Alchemy","171","370504","Phial of Elemental Chaos","46775","1646","0","0"
"named_recipe","True","True","Alchemy","171","370521","Bottled Putrescence","46776","1602","0","0"
"named_recipe","True","True","Alchemy","171","370524","Potion of Frozen Focus","46777","1645","0","0"
"named_recipe","True","True","Alchemy","171","370525","Potion of Chilled Clarity","46778","1645","0","0"
"named_recipe","True","True","Alchemy","171","370528","Potion of Withering Vitality","46779","1645","0","0"
"named_recipe","True","True","Alchemy","171","370533","Residual Neural Channeling Agent","46780","1602","0","0"
"named_recipe","True","True","Alchemy","171","370536","Delicate Suspension of Spores","46781","1645","0","0"
"named_recipe","True","True","Alchemy","171","370539","Refreshing Healing Potion","46782","1645","1","0"
"named_recipe","True","True","Alchemy","171","370543","Elemental Potion of Ultimate Power","46783","1646","0","0"
"named_recipe","True","True","Alchemy","171","370547","Aerated Mana Potion","46784","1602","0","0"
"named_recipe","True","True","Alchemy","171","370551","Elemental Potion of Power","46785","1646","0","0"
"named_recipe","True","True","Alchemy","171","370556","Potion of the Hushed Zephyr","46787","1602","0","0"
"named_recipe","True","True","Alchemy","171","370558","Potion of Gusts","46788","1602","0","0"
"named_recipe","True","True","Alchemy","171","370561","Potion of Shocking Disclosure","46789","1602","0","0"
"named_recipe","True","True","Alchemy","171","370668","Potion Cauldron of Power","46791","1612","0","0"
"named_recipe","True","True","Alchemy","171","370672","Potion Cauldron of Ultimate Power","46792","1612","0","0"
"named_recipe","True","True","Alchemy","171","370673","Cauldron of the Pooka","46793","1612","0","0"
"named_recipe","True","True","Alchemy","171","370676","Sustaining Alchemist Stone","46794","1605","0","0"
"named_recipe","True","True","Alchemy","171","370677","Alacritous Alchemist Stone","46795","1605","0","0"
"named_recipe","True","True","Alchemy","171","370707","Transmute: Awakened Fire","46797","1604","0","0"
"named_recipe","True","True","Alchemy","171","370708","Transmute: Awakened Frost","46798","1604","0","0"
"named_recipe","True","True","Alchemy","171","370710","Transmute: Awakened Earth","46799","1604","0","0"
"named_recipe","True","True","Alchemy","171","370711","Transmute: Awakened Air","46800","1604","0","0"
"named_recipe","True","True","Alchemy","171","370714","Transmute: Decay to Elements","46801","1604","0","0"
"named_recipe","True","True","Alchemy","171","370715","Transmute: Order to Elements","46802","1604","0","0"
"named_recipe","True","True","Alchemy","171","370717","Primal Convergent","46803","1611","0","0"
"named_recipe","True","True","Alchemy","171","370722","Omnium Draconis","46804","1611","0","0"
"named_recipe","True","True","Alchemy","171","370723","Sagacious Incense","46805","1610","0","0"
