"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","acquire_method","supercedes_spell_id"
"mop_classic_current_recipe","True","True","Alchemy","171","114751","Alchemist's Rejuvenation","26034","611","1","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114752","Master Healing Potion","26022","611","1","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114753","Potion of the Mountains","26023","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114754","Mad Hozen Elixir","26024","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114755","Mantid Elixir","26025","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114756","Elixir of Weaponry","26026","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114757","Potion of the Jade Serpent","26027","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114758","Monk's Elixir","26028","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114759","Elixir of the Rapids","26029","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114760","Potion of Mogu Power","26030","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114761","Desecrated Oil","26031","616","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114762","Elixir of Perfection","26032","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114763","Elixir of Mirrors","26033","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114764","Elixir of Peace","26006","612","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114765","Virmen's Bite","26007","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114766","Transmute: River's Heart","26008","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114767","Transmute: Wild Jade","26009","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114769","Flask of Spring Blossoms","26146","613","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114770","Flask of the Earth","26145","613","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114771","Flask of the Warm Sun","26144","613","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114772","Flask of Falling Leaves","26143","613","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114773","Flask of Winter's Bite","26142","613","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114774","Darkwater Potion","26011","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114775","Master Mana Potion","26012","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114776","Transmute: Vermilion Onyx","26013","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114777","Transmute: Imperial Amethyst","26014","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114778","Transmute: Sun's Radiance","26015","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114779","Potion of Luck","26016","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114780","Transmute: Living Steel","26017","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114781","Transmute: Primal Diamond","26018","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114782","Potion of Focus","26019","611","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114783","Transmute: Trillium Bar","26020","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","114784","Transmute: Primordial Ruby","26021","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","130326","Riddle of Steel","27385","614","0","0"
"mop_classic_current_recipe","True","True","Alchemy","171","136197","Zen Alchemist Stone","31055","615","0","0"
"current_house_decor_recipe","True","True","Alchemy","171","1261233","Pandaren Alchemist's Retort","56054","2354","0","0"
"current_house_decor_recipe","True","True","Alchemy","171","1263548","Pandaren Alchemist's Kit","56363","2354","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122568","Spiritguard Helm","26426","554","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122569","Spiritguard Shoulders","26403","555","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122570","Spiritguard Breastplate","26427","559","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122571","Spiritguard Gauntlets","26393","560","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122572","Spiritguard Legplates","26400","563","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122573","Spiritguard Bracers","26389","561","1","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122574","Spiritguard Boots","26394","564","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122575","Spiritguard Belt","26395","562","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122576","Ghost-Forged Helm","26428","554","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122577","Ghost-Forged Shoulders","26404","555","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122578","Ghost-Forged Breastplate","26429","559","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122579","Ghost-Forged Gauntlets","26396","560","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122580","Ghost-Forged Legplates","26401","563","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122581","Ghost-Forged Bracers","26390","561","1","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122582","Ghost-Forged Boots","26397","564","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122583","Ghost-Forged Belt","26398","562","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122584","Lightsteel Helm","26430","554","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122585","Lightsteel Shoulders","26405","555","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122586","Lightsteel Breastplate","26431","559","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122587","Lightsteel Gauntlets","26399","560","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122588","Lightsteel Legplates","26402","563","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122589","Lightsteel Bracers","26388","561","1","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122590","Lightsteel Boots","26391","564","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122591","Lightsteel Belt","26392","562","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122592","Masterwork Spiritguard Helm","26450","554","0","0"
"mop_classic_current_recipe","True","True","Blacksmithing","164","122593","Masterwork Spiritguard Shoulders","26435","555","0","0"
