"status","release_decision","unavailable","current_exists","species_id","name","creature_id","summon_spell_id","pet_type_enum","flags","source_type_enum","source_text","guide_url"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","74","Albino Snake","7561","10713","7","2","2","Albino Snake
			
			
			“A favored companion of Kirin Tor magi, this reptile makes one wonder whether it’s truly a snake or something else altogether.”
			
			
			Vendor: Breanni
			
			
			Dalaran
			
			
			50 Gold","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","190","Ghostly Skull","29147","53316","3","2","2","Ghostly Skull
			“When it senses the impending death of a nearby creature, the skull will emit an ear-piercing cackle.”
			Vendor: Darahir
			Crystalsong Forest
			40 Gold","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","193","Giant Sewer Rat","31575","59250","4","2","3","Giant Sewer Rat
			“You wouldn’t want to meet this rat in a dark alley. Or anywhere else, for that matter.”
			Profession: Fishing
			Dalaran
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","204","Teldrassil Sproutling","33188","62491","6","2","2","Teldrassil Sproutling
			“It always wakes up dancing. What a happy little tree!”
			Vendor: Rook Hawkfist
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","205","Dun Morogh Cub","33194","62508","7","2","2","Dun Morogh Cub
			“The bears of Dun Morogh are prized for their hardiness, loyalty, and combat prowess. Their time among the dwarves does little to curb their ferocity.”
			Vendor: Derrick Brindlebeard
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","206","Tirisfal Batling","33197","62510","2","2","2","Tirisfal Batling
			“Can sense an opponent’s heartbeat through echolocation.”
			Vendor: Eliza Killian
			Icecrown
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","207","Durotar Scorpion","33198","62513","7","2","2","Durotar Scorpion
			“The volatile Durotar scorpion is a fierce desert predator. It’s known for only occasionally stinging its owner.”
			Vendor: Freka Bloodaxe
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","209","Elwynn Lamb","33200","62516","4","2","2","Elwynn Lamb
			“Unlike the polymorphed variety, trueborn sheep can be quite scary.”
			Vendor: Corporal Arthur Flew
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","210","Mulgore Hatchling","33219","62542","4","2","2","Mulgore Hatchling
			“A tallstrider’s speed on open ground is unrivaled, so predators rely on stealth and pack tactics when hunting them.”
			Vendor: Doru Thunderhorn
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","212","Ammen Vale Lashling","33205","62562","6","2","2","Ammen Vale Lashling
			
			
			“The long-term effects of the contamination caused by the Exodar are still under observation.”
			
			
			Vendor: Irisee
			
			
			Icecrown
			
			
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","213","Enchanted Broom","33227","62564","5","2","2","Enchanted Broom
			“Created by a blood elf apprentice, this broom would be extremely useful if anyone could figure out how to make it stop.”
			Vendor: Trellis Morningsun
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","214","Argent Squire","33238","62609","0","131731","1","Argent Squire
			“Many of Stormwind’s youth joined the Argent Crusade as squires, hoping to one day serve the Holy Light in battle.”
			Quest: A Champion Rises
			Icecrown
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","215","Mechanopeep","33274","62674","9","2","2","Mechanopeep
			“Used as a training mount for young gnomes, the Mechanopeep has none of the speed but all of the charm of its bigger brothers.”
			Vendor: Rillie Spindlenut
			Icecrown
			40 Champion's Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","216","Argent Gruntling","33239","62746","0","131475","1","Argent Gruntling
			
			“These young orcs strive to embody the Argent Crusade’s virtues: valor, strength, and integrity.”
			Quest: A Champion Rises
			Icecrown
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","218","Sen'jin Fetish","33810","63712","3","2050","2","Sen’jin Fetish
			“This is actually three pets in one. You won’t know what you’ll get until you summon it!”
			Vendor: Samamba
			Icecrown
			40 Champion’s Seals","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","224","Calico Cat","34364","65358","7","2","2","Calico Cat
			“Many have mocked this cat before battle. Their last words are usually, ‘Here, kitty, kitty.’”
			Vendor: Breanni
			Crystalsong Forest
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","229","Shimmering Wyrmling","34724","66096","5","2","2","Shimmering Wyrmling
			“This extremely rare species of mana wyrm is prized for its unique coloration and even temperament.”
			Vendor: Hiren Loresong
			Icecrown
			
			40 Champion’s Seals
			Faction: The Silver Covenant - Exalted","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","234","Gundrak Hatchling","35400","67415","7","2","0","Gundrak Hatchling
			“This crafty raptor was born in the icy wastes of Northrend. Its harsh upbringing gives it strength when many others would perish.
			Drop: Gundrak Raptor
			Zul’Drak
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
"blizzard_wrath_acquisition_confirmed","include_wrath","False","True","525","Turkey","62648","0","2","26","4","Turkey
			“A key food source during the Feast of Winter Veil.”
			Pet Battle
			Howling Fjord
			--","https://news.blizzard.com/en-us/article/23507736/wrath-of-the-lich-king-mounts-pets-and-more"
