"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","trade_category_name","house_decor_recipe","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","53771","Transmute: Eternal Life to Shadow","18351","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53773","Transmute: Eternal Life to Fire","18350","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53774","Transmute: Eternal Fire to Water","18349","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53775","Transmute: Eternal Fire to Life","18348","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53776","Transmute: Eternal Air to Water","18345","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53777","Transmute: Eternal Air to Earth","18344","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53779","Transmute: Eternal Shadow to Earth","18352","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53780","Transmute: Eternal Shadow to Life","18353","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53781","Transmute: Eternal Earth to Air","18346","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53782","Transmute: Eternal Earth to Shadow","18347","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53783","Transmute: Eternal Water to Air","18354","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53784","Transmute: Eternal Water to Fire","18355","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","53812","Pygmy Oil","18323","631","Oils","False","0","0"
"named_recipe","True","True","Alchemy","171","53836","Runic Healing Potion","18325","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53837","Runic Mana Potion","18326","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53838","Resurgent Healing Potion","18327","626","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","53839","Icy Mana Potion","18343","626","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","53840","Elixir of Mighty Agility","18328","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53841","Wrath Elixir","18342","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53842","Spellpower Elixir","18329","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53847","Elixir of Versatility","18330","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53848","Guru's Elixir","18340","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53895","Crazy Alchemist's Potion","18331","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53898","Elixir of Mighty Fortitude","18332","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","53899","Lesser Flask of Toughness","18339","628","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","53900","Potion of Nightmares","18333","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53901","Flask of the Frost Wyrm","18338","628","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","53902","Flask of Stoneblood","18337","628","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","53903","Flask of Endless Rage","18336","628","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","53904","Powerful Rejuvenation Potion","18335","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53905","Indestructible Potion","18334","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53936","Mighty Arcane Protection Potion","18357","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53937","Mighty Frost Protection Potion","18358","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53938","Mighty Shadow Protection Potion","18359","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53939","Mighty Fire Protection Potion","18360","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","53942","Mighty Nature Protection Potion","18356","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","54020","Transmute: Eternal Might","18487","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","54213","Flask of Pure Mojo","18531","628","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","54218","Elixir of Mighty Strength","18532","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","54220","Elixir of Protection","18533","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","54221","Potion of Speed","18534","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","54222","Potion of Wild Magic","18535","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","56519","Elixir of Mighty Mageblood","19577","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","57425","Transmute: Skyflare Diamond","19710","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","57427","Transmute: Earthsiege Diamond","19711","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","58868","Endless Mana Potion","20096","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","58871","Endless Healing Potion","20097","626","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","60350","Transmute: Titanium","20282","629","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","60354","Elixir of Accuracy","20275","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","60355","Elixir of Deadly Strikes","20276","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","60356","Elixir of Mighty Defense","20277","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","60357","Elixir of Mighty Intellect","20278","627","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","60365","Elixir of Armor Piercing","20279","627","Elixirs","False","0","0"
