"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","251305","Transmute: Herbs to Ore","38828","608","0","0"
"named_recipe","True","True","Alchemy","171","251306","Transmute: Herbs to Cloth","38829","608","0","0"
"named_recipe","True","True","Alchemy","171","251309","Transmute: Ore to Herbs","38830","608","0","0"
"named_recipe","True","True","Alchemy","171","251310","Transmute: Ore to Cloth","38831","608","0","0"
"named_recipe","True","True","Alchemy","171","251311","Transmute: Ore to Gems","38832","608","0","0"
"named_recipe","True","True","Alchemy","171","251314","Transmute: Cloth to Skins","38833","608","0","0"
"named_recipe","True","True","Alchemy","171","251808","Transmute: Meat to Pet","38834","608","0","0"
"named_recipe","True","True","Alchemy","171","251822","Transmute: Fish to Gems","38835","608","0","0"
"named_recipe","True","True","Alchemy","171","251832","Transmute: Expulsom","38836","608","0","0"
"named_recipe","True","True","Alchemy","171","252334","Steelskin Potion","38773","605","0","0"
"named_recipe","True","True","Alchemy","171","252335","Steelskin Potion","38774","605","0","252334"
"named_recipe","True","True","Alchemy","171","252336","Steelskin Potion","38775","605","0","252335"
"named_recipe","True","True","Alchemy","171","252337","Potion of Replenishment","38776","605","0","0"
"named_recipe","True","True","Alchemy","171","252339","Potion of Replenishment","38777","605","0","252337"
"named_recipe","True","True","Alchemy","171","252340","Potion of Replenishment","38778","605","0","252339"
"named_recipe","True","True","Alchemy","171","252341","Potion of Bursting Blood","38779","605","0","0"
"named_recipe","True","True","Alchemy","171","252342","Potion of Bursting Blood","38780","605","0","252341"
"named_recipe","True","True","Alchemy","171","252343","Potion of Bursting Blood","38781","605","0","252342"
"named_recipe","True","True","Alchemy","171","252344","Potion of Rising Death","38782","605","0","0"
"named_recipe","True","True","Alchemy","171","252345","Potion of Rising Death","38783","605","0","252344"
"named_recipe","True","True","Alchemy","171","252346","Potion of Rising Death","38784","605","0","252345"
"named_recipe","True","True","Alchemy","171","252348","Flask of the Currents","38785","607","0","0"
"named_recipe","True","True","Alchemy","171","252349","Flask of the Currents","38786","607","0","252348"
"named_recipe","True","True","Alchemy","171","252350","Flask of the Currents","38787","607","0","252349"
"named_recipe","True","True","Alchemy","171","252351","Flask of Endless Fathoms","38788","607","0","0"
"named_recipe","True","True","Alchemy","171","252352","Flask of Endless Fathoms","38789","607","0","252351"
"named_recipe","True","True","Alchemy","171","252353","Flask of Endless Fathoms","38790","607","0","252352"
"named_recipe","True","True","Alchemy","171","252354","Flask of the Vast Horizon","38791","607","0","0"
"named_recipe","True","True","Alchemy","171","252355","Flask of the Vast Horizon","38792","607","0","252354"
"named_recipe","True","True","Alchemy","171","252356","Flask of the Vast Horizon","38793","607","0","252355"
"named_recipe","True","True","Alchemy","171","252357","Flask of the Undertow","38794","607","0","0"
"named_recipe","True","True","Alchemy","171","252358","Flask of the Undertow","38795","607","0","252357"
"named_recipe","True","True","Alchemy","171","252359","Flask of the Undertow","38796","607","0","252358"
"named_recipe","True","True","Alchemy","171","252361","Endless Tincture of Renewed Combat","38800","609","0","0"
"named_recipe","True","True","Alchemy","171","252362","Endless Tincture of Renewed Combat","38801","609","0","252361"
"named_recipe","True","True","Alchemy","171","252363","Endless Tincture of Renewed Combat","38802","609","0","252362"
"named_recipe","True","True","Alchemy","171","252368","Siren's Alchemist Stone","38803","609","0","0"
"named_recipe","True","True","Alchemy","171","252369","Siren's Alchemist Stone","38804","609","0","252368"
"named_recipe","True","True","Alchemy","171","252370","Siren's Alchemist Stone","38805","609","0","252369"
"named_recipe","True","True","Alchemy","171","252376","Endless Tincture of Fractional Power","38809","609","0","0"
"named_recipe","True","True","Alchemy","171","252377","Endless Tincture of Fractional Power","38810","609","0","252376"
"named_recipe","True","True","Alchemy","171","252378","Endless Tincture of Fractional Power","38811","609","0","252377"
"named_recipe","True","True","Alchemy","171","252379","Surging Alchemist Stone","38812","609","0","0"
"named_recipe","True","True","Alchemy","171","252380","Surging Alchemist Stone","38813","609","0","252379"
"named_recipe","True","True","Alchemy","171","252381","Surging Alchemist Stone","38814","609","0","252380"
"named_recipe","True","True","Alchemy","171","252382","Coastal Healing Potion","38815","605","1","0"
"named_recipe","True","True","Alchemy","171","252383","Coastal Healing Potion","38816","605","0","252382"
"named_recipe","True","True","Alchemy","171","252384","Coastal Healing Potion","38817","605","0","252383"
"named_recipe","True","True","Alchemy","171","252385","Coastal Mana Potion","38818","605","1","0"
"named_recipe","True","True","Alchemy","171","252386","Coastal Mana Potion","38819","605","0","252385"
"named_recipe","True","True","Alchemy","171","252387","Coastal Mana Potion","38820","605","0","252386"
