"achievement_id","title","category_id","order_path","tree_id","description","criteria_id","criteria_type","asset_id","amount","operator"
"11861","The Throne of Zuldazar","15284","0","59506","Portents and Prophecies","36882","27","49663","0","0"
"11861","The Throne of Zuldazar","15284","1","65797","Port of Zandalar","40025","27","50881","0","0"
"11861","The Throne of Zuldazar","15284","2","59508","Warport Rastari","38187","27","49310","0","0"
"11861","The Throne of Zuldazar","15284","3","59509","Web of Lies","38189","27","47528","0","0"
"11861","The Throne of Zuldazar","15284","4","59511","Among the People","37082","27","47741","0","0"
"11861","The Throne of Zuldazar","15284","5/0","59507","","37953","27","47440","0","0"
"11861","The Throne of Zuldazar","15284","5/1","61847","","37954","27","47439","0","0"
"11861","The Throne of Zuldazar","15284","6","59510","March of the Loa","38514","27","49426","0","0"
"11868","The Dark Heart of Nazmir","15284","0","59735","Deep in the Swamp","36955","27","47188","0","0"
"11868","The Dark Heart of Nazmir","15284","1","59736","A Pact with Death","36956","27","47250","0","0"
"11868","The Dark Heart of Nazmir","15284","2","59737","Undercover Sista","37971","27","49082","0","0"
"11868","The Dark Heart of Nazmir","15284","3","59738","Turtle Power","37970","27","49160","0","0"
"11868","The Dark Heart of Nazmir","15284","4","59739","A Friend of the Frogs","36957","27","47696","0","0"
"11868","The Dark Heart of Nazmir","15284","5","61873","Bring the Boom","36958","27","47601","0","0"
"11868","The Dark Heart of Nazmir","15284","6","59740","Everything Contained","36979","27","49985","0","0"
"11868","The Dark Heart of Nazmir","15284","7","61874","Bleeding the Blood Trolls","36978","27","50087","0","0"
"12087","The Reining Champion","15284","0","61547","Score at least 600 points in the Norwington Estate horse show.","37709","27","49037","1","0"
"12270","Bringing Hexy Back","15285","0","62877","Vol'kaal defeated","38504","28","259103","1","0"
"12270","Bringing Hexy Back","15285","1","62880","Priestess Alun'za defeated","38505","28","259107","1","0"
"12270","Bringing Hexy Back","15285","2","62881","Rezan defeated","38506","28","259109","1","0"
"12270","Bringing Hexy Back","15285","3","62882","Yazma defeated","38507","28","259108","1","0"
"12272","Gold Fever","15285","0","62894","","38518","28","259231","0","0"
"12273","It's Lit!","15285","0","62898","","38520","28","259289","0","0"
