"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","256133","Potion of Specter Swiftness","42335","1302","0","0"
"named_recipe","True","True","Alchemy","171","256134","Potion of Soul Purity","42324","1302","0","0"
"named_recipe","True","True","Alchemy","171","261423","Spiritual Rejuvenation Potion","42333","1296","0","0"
"named_recipe","True","True","Alchemy","171","261424","Potion of the Hidden Spirit","42325","1302","0","0"
"named_recipe","True","True","Alchemy","171","295084","Potion of Shaded Sight","42334","1302","0","0"
"named_recipe","True","True","Alchemy","171","301578","Spiritual Healing Potion","42323","1296","1","0"
"named_recipe","True","True","Alchemy","171","301683","Spiritual Mana Potion","42326","1296","1","0"
"named_recipe","True","True","Alchemy","171","307087","Eternal Cauldron","42315","1295","0","0"
"named_recipe","True","True","Alchemy","171","307093","Potion of Spectral Agility","42327","1296","0","0"
"named_recipe","True","True","Alchemy","171","307094","Potion of Hardened Shadows","42328","1296","0","0"
"named_recipe","True","True","Alchemy","171","307095","Potion of Spiritual Clarity","42329","1296","0","0"
"named_recipe","True","True","Alchemy","171","307096","Potion of Spectral Intellect","42330","1296","0","0"
"named_recipe","True","True","Alchemy","171","307097","Potion of Spectral Stamina","42331","1296","0","0"
"named_recipe","True","True","Alchemy","171","307098","Potion of Spectral Strength","42332","1296","0","0"
"named_recipe","True","True","Alchemy","171","307100","Spiritual Anti-Venom","42314","1303","0","0"
"named_recipe","True","True","Alchemy","171","307101","Spectral Flask of Power","42319","1298","0","0"
"named_recipe","True","True","Alchemy","171","307103","Spectral Flask of Stamina","42321","1298","0","0"
"named_recipe","True","True","Alchemy","171","307118","Shadowcore Oil","42298","1297","0","0"
"named_recipe","True","True","Alchemy","171","307119","Embalmer's Oil","42299","1297","0","0"
"named_recipe","True","True","Alchemy","171","307120","Ground Death Blossom","42300","1297","0","0"
"named_recipe","True","True","Alchemy","171","307121","Ground Vigil's Torch","42301","1297","0","0"
"named_recipe","True","True","Alchemy","171","307122","Ground Widowbloom","42302","1297","0","0"
"named_recipe","True","True","Alchemy","171","307123","Ground Marrowroot","42303","1297","0","0"
"named_recipe","True","True","Alchemy","171","307124","Ground Rising Glory","42304","1297","0","0"
"named_recipe","True","True","Alchemy","171","307125","Ground Nightshade","42305","1297","0","0"
"named_recipe","True","True","Alchemy","171","307142","Shadowghast Ingot","42336","1300","0","0"
"named_recipe","True","True","Alchemy","171","307143","Shadestone","42337","1300","0","0"
"named_recipe","True","True","Alchemy","171","307144","Stones to Ore","46185","1300","0","0"
"named_recipe","True","True","Alchemy","171","307200","Spiritual Alchemy Stone","42344","1301","0","0"
"named_recipe","True","True","Alchemy","171","307381","Potion of Empowered Exorcisms","42355","1296","0","0"
"named_recipe","True","True","Alchemy","171","307382","Potion of Phantom Fire","42356","1296","0","0"
"named_recipe","True","True","Alchemy","171","307383","Potion of Divine Awakening","42357","1296","0","0"
"named_recipe","True","True","Alchemy","171","307384","Potion of Deathly Fixation","42358","1296","0","0"
"named_recipe","True","True","Alchemy","171","322301","Potion of Sacrificial Anima","43546","1296","0","0"
"named_recipe","True","True","Alchemy","171","334413","Red Noggin Candle","45347","1517","0","0"
"named_recipe","True","True","Alchemy","171","338190","Potion of Hibernal Rest","45488","1525","0","0"
"named_recipe","True","True","Alchemy","171","338191","Liquid Sleep","45487","1525","0","0"
"named_recipe","True","True","Alchemy","171","338192","Powdered Dreamroot","45486","1525","0","0"
"named_recipe","True","True","Alchemy","171","338194","Flask of Measured Discipline","45491","1525","0","0"
"named_recipe","True","True","Alchemy","171","338195","Distilled Resolve","45490","1525","0","0"
"named_recipe","True","True","Alchemy","171","338196","Pulverized Breezebloom","45489","1525","0","0"
"named_recipe","True","True","Alchemy","171","338198","Draught of Grotesque Strength","45494","1525","0","0"
