"status","release_decision","unavailable","availability_note","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text"
"legion_snapshot_candidate","include_legion","False",,"True","410","128536","Leylight Brazier","6","3","0","|cFFFFD200Profession: |rEnchanting"
"legion_snapshot_candidate","include_legion","False",,"True","434","129956","Leather Love Seat","6","3","0","|cFFFFD200Profession: |rLeatherworking"
"legion_snapshot_candidate","include_legion","False",,"True","435","129057","Dalaran Disc","6","2","0","|cFFFFD200Vendor: |rJepetto Joybuzz|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","437","130199","Legion Pocket Portal","6","2","4","|cFFFFD200Vendor: |rWarmage Kath'leen|n|cFFFFD200Zone: |rBroken Shore|n|cFFFFD200Faction: |rArmies of Legionfall - Revered|n|cFFFFD200Cost: |r1500|Hcurrency:1226|h|TInterface\Icons\inv_datacrystal01.BLP:0|t|h"
"legion_snapshot_candidate","include_legion","False",,"True","439","130147","Thistleleaf Branch","6","0","0","|cFFFFD200Treasure: |rUnguarded Thistleleaf Treasure|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","440","129055","Shoe Shine Kit","6","0","0","|cFFFFD200Treasure: |rSheddle's Chest"
"legion_snapshot_candidate","include_legion","False",,"True","441","129093","Ravenbear Disguise","6","1","0","|cFFFFD200Quest: |rMasters of Disguise|n|cFFFFD200Zone: |rStormheim"
"legion_snapshot_candidate","include_legion","False",,"True","446","131812","Darkshard Fragment","6","2","4","|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Zone: |rHighmountain|n|cFFFFD200Faction: |rHighmountain Tribe - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","447","131811","Rocfeather Skyhorn Kite","6","-1","0","|cFFFFD200Zone: |rHighmountain"
"legion_snapshot_candidate","include_legion","False",,"True","474","87214","Blingtron 4000","0","3","2","|cFFFFD200Profession: |rEngineering(600)"
"legion_snapshot_candidate","include_legion","False",,"True","478","87215","Wormhole Generator: Pandaria","4","3","2","|cFFFFD200Profession: |rEngineering(570)"
"legion_snapshot_candidate","include_legion","False",,"True","485","85973","Ancient Pandaren Fishing Charm","4","0","2","|cFFFFD200Drop:|r Ghostly Pandaren Fisherman|n|cFFFFD200Profession:|r Fishing|n"
"legion_snapshot_candidate","include_legion","False",,"True","503","130169","Tournament Favor","6","0","0","|cFFFFD200Treasure: |rMedium Treasure Chest|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","504","130157","Syxsehnz Rod","6","2","4","|cFFFFD200Vendor: |rMarin Bladewing|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rThe Wardens - Honored|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","505","130158","Path of Elothir","6","2","4","|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Friendly|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","506","130171","Cursed Orb","6","0","0","|cFFFFD200Drop: |rSeersei|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","507","130170","Tear of the Green Aspect","6","2","4","|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Honored|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","508","130191","Trapped Treasure Chest Kit","6","2","4","|cFFFFD200Vendor: |rMarin Bladewing|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rThe Wardens - Honored|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","509","130232","Moonfeather Statue","6","2","4","|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","510","130214","Worn Doll","6","0","0","|cFFFFD200Drop: |rHenry|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","511","130249","Waywatcher's Boon","6","0","2","|cFFFFD200Treasure: |rTreasure Chest|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","513","129165","Barnacle-Encrusted Gem","6","0","0","|cFFFFD200Treasure: |rTreasure Chest|n|cFFFFD200Zone: |rStormheim"
"legion_snapshot_candidate","include_legion","False",,"True","516","89139","Chain Pet Leash","0","0","0","|cFFFFD200Drop:|r Pet Supply Bags|n|cFFFFD200Sources:|r Pet Battle Masters |n"
"legion_snapshot_candidate","include_legion","False",,"True","520","131724","Crystalline Eye of Undravius","0","1","0","|cFFFFD200Quest:|r Corrupted Studies|n|cFFFFD200Profession:|r Archaeology|n|n"
"legion_snapshot_candidate","include_legion","False",,"True","521","136849","Nature's Beacon","0","-1","2","|cFFFFD200Vendor:|r Lorelae Wintersong|n|cFFFFD200Zone:|r Moonglade"
"legion_snapshot_candidate","include_legion","False",,"True","522","136846","Familiar Stone","2","-1","2","|cFFFFD200Vendor:|r Endora Moorehead|n|cFFFFD200Zone:|r Dalaran"
"legion_snapshot_candidate","include_legion","False",,"True","525","136927","Scarlet Confessional Book","6","-1","2","|cFFFFD200Vendor:|r Cravitz Lorent|n|cFFFFD200Zone:|r Dalaran Underbelly"
"legion_snapshot_candidate","include_legion","False",,"True","526","136855","Hunter's Call","6","-1","2","|cFFFFD200Vendor:|r Outfitter Reynolds / Mardan Thunderhoof|n|cFFFFD200Class:|r Hunter"
"legion_snapshot_candidate","include_legion","False",,"True","527","136928","Thaumaturgist's Orb","6","-1","2","|cFFFFD200Vendor:|r Quartermaster Miranda Breechlock|n|cFFFFD200Zone:|r Eastern Plaguelands"
"legion_snapshot_candidate","include_legion","False",,"True","531","129211","Steamy Romance Novel Kit","6","3","0","|cFFFFD200Profession: |rInscription"
"legion_snapshot_candidate","include_legion","False",,"True","532","137294","Dalaran Initiates' Pin","2","-1","2","|cFFFFD200Vendor: |rEndora Moorehead|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","533","129958","Leather Pet Leash","6","3","0","|cFFFFD200Profession: |rLeatherworking"
"legion_snapshot_candidate","include_legion","False",,"True","534","129960","Leather Pet Bed","6","3","0","|cFFFFD200Profession: |rLeatherworking"
"legion_snapshot_candidate","include_legion","False",,"True","535","129961","Flaming Hoop","6","3","0","|cFFFFD200Profession: |rLeatherworking"
"legion_snapshot_candidate","include_legion","False",,"True","536","137663","Soft Foam Sword","0","-1","0","|cFFFFD200Vendor: |rJepetto Joybuzz|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","537","138202","Sparklepony XL","0","2","0","|cFFFFD200Vendor: |rBoomie Sparks|n|cFFFFD200Zone: |rDarkmoon Island"
"legion_snapshot_candidate","include_legion","False",,"True","538","138415","Slightly-Chewed Insult Book","5","6","0","|cFFFFD200World Event:|r Pirates' Day|n|cFFFFD200Drop:|r Ol' Eary|n"
"legion_snapshot_candidate","include_legion","False",,"True","540","138876","Runas' Crystal Grinder","6","1","0","|cFFFFD200Quest: |rThe Hunger Returns|n|cFFFFD200Zone: |rAzsuna|n|n|cFFFFD200Quest: |rThe Hunger Returns|n|cFFFFD200Zone: |rAzsuna"
"legion_snapshot_candidate","include_legion","False",,"True","541","138873","Mystical Frosh Hat","6","1","0","|cFFFFD200Quest: |rDressing With Class|n|cFFFFD200Zone: |rAzsuna"
