"status","release_decision","unavailable","availability_note","current_exists","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text"
"legion_snapshot_candidate","include_legion","False",,"True","1699","Enchanted Cauldron","96403","191071","128533","0","5","2","3","|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Cauldron"
"legion_snapshot_candidate","include_legion","False",,"True","1700","Enchanted Torch","96404","191072","128534","0","5","2","3","|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Torch"
"legion_snapshot_candidate","include_legion","False",,"True","1701","Enchanted Pen","96405","191073","128535","0","5","2","3","|cFFFFD200Profession:|r Enchanting|n|cFFFFD200Formula:|r Enchanted Pen"
"legion_snapshot_candidate","include_legion","False",,"True","1705","Grumpy","96622","186299","128354;146417","0","7","2","1","|cFFFFD200Quest: |rGrumpy|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","1706","Ashmaw Cub","96649","191425","128690","0","7","2","1","|cFFFFD200Quest:|r Adopting the Adorable|n|cFFFFD200Zone:|r Val'Sharah"
"legion_snapshot_candidate","include_legion","False",,"True","1711","Skyhorn Nestling","97079","193680","129277","0","2","2","1","|cFFFFD200Quest: |rEmpty Nest|n|cFFFFD200Zone: |rHighmountain"
"legion_snapshot_candidate","include_legion","False",,"True","1715","Nightwatch Swooper","97127","194393","129878","0","2","26","2","|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 100|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1716","Fledgling Warden Owl","97128","210669","136898","0","2","2","2","|cFFFFD200Vendor: |rMarin Bladewing|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rThe Wardens - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1717","Extinguished Eye","97174","210671","136899","6","5","2","2","|cFFFFD200Vendor: |rFirst Arcanist Thalyssra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1718","Hateful Eye","97178","210672","136900","0","5","18","4","|cFFFFD200Order Hall:|r Dreadscar Rift, The Fel Hammer"
"legion_snapshot_candidate","include_legion","False",,"True","1719","Eye of Inquisition","97179","210673","136901","0","5","10","0","|cFFFFD200Drop: |rFelsoul Inquisitor|n|cFFFFD200Zone: |rSuramar"
"legion_snapshot_candidate","include_legion","False",,"True","1720","Emmigosa","97207","193388","129178","0","1","66","1","|cFFFFD200Quest: |rOn the Brink|n|cFFFFD200Zone: |rAzsuna"
"legion_snapshot_candidate","include_legion","False",,"True","1721","Stormborne Whelpling","97205","193514","129208","0","1","2","0","|cFFFFD200Drop: |rStormwing Matriarch|n|cFFFFD200Zone: |rStormheim"
"legion_snapshot_candidate","include_legion","False",,"True","1722","Dream Whelpling","97206","210674","136902","0","1","26","4","|cFFFFD200Pet Battle: |rThe Emerald Nightmare"
"legion_snapshot_candidate","include_legion","False",,"True","1723","Nightmare Whelpling","112015","210675","136903","0","1","2","0","|cFFFFD200Drop: |rYsondre|n|cFFFFD200Zone: |rThe Emerald Nightmare"
"legion_snapshot_candidate","include_legion","False",,"True","1725","Grumpling","97229","191967","128770","0","0","2","6","|cFFFFD200World Event:|r Feast of Winter Veil"
"legion_snapshot_candidate","include_legion","False",,"True","1751","Son of Goredome","98004","193279","129108","0","7","34","0","|cFFFFD200Drop: |rSon of Goredome|n|cFFFFD200Zone: |rStormheim"
"legion_snapshot_candidate","include_legion","False",,"True","1752","Crispin","98077","193368","129175","0","4","2","0","|cFFFFD200Drop: |rTenpak Flametotem|n|cFFFFD200Zone: |rHighmountain"
"legion_snapshot_candidate","include_legion","False",,"True","1753","Bleakwater Jelly","98116","193434","129188","0","8","2","0","|cFFFFD200Drop: |rSoulthirster|n|cFFFFD200Zone: |rHelheim"
"legion_snapshot_candidate","include_legion","False",,"True","1754","Sewer-Pipe Jelly","98128","210677","136904","0","8","2","2","|cFFFFD200Vendor:|r Laura Malley|n|cFFFFD200Zone:|r Dalaran Sewers|n|cFFFFD200Cost:|r 250|TINTERFACE\ICONS\ACHIEVEMENT_KIRINTOR_OFFENSIVE.BLP:0|t|n"
"legion_snapshot_candidate","include_legion","False",,"True","1755","Plump Jelly","98132","194330","129798","0","8","2","2","|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 50|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1756","Ridgeback Piglet","98172","210678","136905","0","7","2","4","|cFFFFD200Profession:|r Alchemy"
"legion_snapshot_candidate","include_legion","False",,"True","1759","Thaumaturgical Piglet","98183","210681","136908","0","7","2","4","|cFFFFD200Profession:|r Alchemy"
"legion_snapshot_candidate","include_legion","False",,"True","1760","Fel Piglet","98185","194294","129760","0","7","2","2","|cFFFFD200Vendor:|r Draemus|n|cFFFFD200Zone:|r Dalaran|n|cFFFFD200Cost:|r 200|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1764","Energized Manafiend","98236","193572","129216","0","5","2","0","|cFFFFD200Drop: |rRukdug|n|cFFFFD200Zone: |rNagrand"
"legion_snapshot_candidate","include_legion","False",,"True","1765","Empyreal Manafiend","98238","193589","129218","0","5","2","0","|cFFFFD200Drop: |rGuk|n|cFFFFD200Zone: |rNagrand"
"legion_snapshot_candidate","include_legion","False",,"True","1766","Empowered Manafiend","98237","193588","129217","0","5","2","0","|cFFFFD200Drop: |rPugg|n|cFFFFD200Zone: |rNagrand"
"legion_snapshot_candidate","include_legion","False",,"True","1777","Broot","98463","193943","129362","6","6","82","0","|cFFFFD200Order Hall:|r The Dreamgrove"
"legion_snapshot_candidate","include_legion","False",,"True","1802","Fetid Waveling","99394","195368","130168","0","6","2","0","|cFFFFD200Drop: |rPollous the Fetid|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","1803","Thistleleaf Adventurer","99389","195369","130167","0","0","2","0","|cFFFFD200Drop:|r Dreamweaver Provisions|n"
"legion_snapshot_candidate","include_legion","False",,"True","1804","Risen Saber Kitten","99403","195370","130166","0","3","2","0","|cFFFFD200Drop: |rDarkshade|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","1805","Alarm-o-Bot","99425","210682","136910","0","9","2","2","|cFFFFD200Vendor: |rDraemus|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1806","Knockoff Blingtron","99505","210683","136911","0","9","2","0","|cFFFFD200Drop:|r Blingtron 6000 Gift Package|n"
"legion_snapshot_candidate","include_legion","False",,"True","1808","Leyline Broodling","99526","210691","136914","0","7","2","3","|cFFFFD200Treasure:|r Suramar|n"
"legion_snapshot_candidate","include_legion","False",,"True","1884","Baby Elderhorn","106152","210694","136919","0","7","2","2","|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Zone: |rHighmountain|n|cFFFFD200Faction: |rHighmountain Tribe - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1885","Sunborne Val'kyr","106181","210695","136920","6","0","2","2","|cFFFFD200Vendor: |rValdemar Stormseeker|n|cFFFFD200Zone: |rStormheim|n|cFFFFD200Faction: |rValarjar - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1886","Trigger","106210","210696","132519;136921","0","9","2","3","|cFFFFD200Profession:|r Engineering|n"
"legion_snapshot_candidate","include_legion","False",,"True","1887","Wyrmy Tunkins","106232","210697","136922","0","0","2","3","|cFFFFD200Profession:|r Archaeology"
"legion_snapshot_candidate","include_legion","False",,"True","1888","Celestial Calf","106270","210698","136923","0","5","18","2","|cFFFFD200Vendor:|r The Mad Merchant|n"
"legion_snapshot_candidate","include_legion","True","Legion pre-launch invasion event reward; event ended","True","1889","Felbat Pup","106278","210699","136924","6","2","2","4","|cFFFFD200World Event:|r Legion Invasion|n"
"legion_snapshot_candidate","include_legion","False",,"True","1890","Corgi Pup","106283","210701","136925","0","7","18","2","|cFFFFD200Vendor: |rHistorian Ju'pa|n|cFFFFD200Zone: |rOrgrimmar|n|n|cFFFFD200Vendor: |rHistorian Llore|n|cFFFFD200Zone: |rStormwind City"
"legion_snapshot_candidate","include_legion","False",,"True","1907","Pygmy Owl","108568","215560","130154","0","2","2","0","|cFFFFD200Drop: |rGorebeak|n|cFFFFD200Zone: |rVal'sharah"
"legion_snapshot_candidate","include_legion","False",,"True","1911","Sting Ray Pup","109216","217218","138810","0","8","2","2","|cFFFFD200Vendor: |rConjurer Margoss|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Faction: |rConjurer Margoss - Friendly|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\INV_ELEMENTAL_PRIMAL_WATER.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1918","Alliance Enthusiast","111202","221684","139775","0","0","594","5","|cFFFFD200PvP:|r Prestige Reward"
"legion_snapshot_candidate","include_legion","False",,"True","1919","Horde Fanatic","111296","221683","139776","0","0","338","5","|cFFFFD200PvP:|r Prestige Reward"
"legion_snapshot_candidate","include_legion","False",,"True","1920","Transmutant","111425","221906","139789","0","5","2","3","|cFFFFD200Profession:|r Alchemy|n"
"legion_snapshot_candidate","include_legion","False",,"True","1921","Untethered Wyrmling","111423","221907","139790","0","5","2","1","|cFFFFD200Quest: |rBalance to Spare|n|cFFFFD200Zone: |rSuramar"
"legion_snapshot_candidate","include_legion","False",,"True","1922","Lurking Owl Kitten","111421","221908","139791","0","7","2","1","|cFFFFD200Quest: |rYou've Got to Be Kitten Me Right Meow|n|cFFFFD200Zone: |rSuramar"
"legion_snapshot_candidate","include_legion","False",,"True","1926","Hungering Claw","111984","223027","140261","0","5","2","0","|cFFFFD200Drop:|r Kosumoth the Hungering|n"
"legion_snapshot_candidate","include_legion","False",,"True","1927","Ash'ana","17254","30152","23712","0","7","66","2","|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1928","Firebat Pup","112132","223339","140316","0","2","66","10","|cFFFFD200Mission:|r Friends, Not Food|n"
"legion_snapshot_candidate","include_legion","False",,"True","1929","Corgnelius","112144","223359","140320","0","7","66","10","|cFFFFD200Mission:|r It's so FLUFFY!|n"
"legion_snapshot_candidate","include_legion","False",,"True","1930","Lagan","112167","223409","140323","0","8","82","4","|cFFFFD200Achievement:|r Poor Unfortunate Souls|n"
"legion_snapshot_candidate","include_legion","False",,"True","1931","Court Scribe","112728","224403","140672","6","5","2","2","|cFFFFD200Vendor: |rVeridis Fallon|n|cFFFFD200Zone: |rAzsuna|n|cFFFFD200Faction: |rCourt of Farondis - Revered|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1932","Nightmare Lasher","112798","224536","140741","6","6","18","4","|cFFFFD200Order Hall:|r The Dreamgrove"
"legion_snapshot_candidate","include_legion","False",,"True","1933","Nightmare Treant","112945","224786","140761","6","6","82","5","|cFFFFD200Achievement: |rFamily Familiar|n|cFFFFD200Category: |rBattle"
"legion_snapshot_candidate","include_legion","False",,"True","1934","Benax","113136","225200","140934","0","8","2","0","|cFFFFD200Drop: |rAnax|n|cFFFFD200Zone: |rSuramar"
"legion_snapshot_candidate","include_legion","False",,"True","1937","Wondrous Wisdomball","113827","226682","141348","0","5","146","1","|cFFFFD200Quest:|r Enemies Everywhere|n"
"legion_snapshot_candidate","include_legion","False",,"True","1938","Rescued Fawn","113855","226813","141352","0","4","82","5","|cFFFFD200Achievement: |rBroken Isles Safari|n|cFFFFD200Category: |rCollect"
"legion_snapshot_candidate","include_legion","False",,"True","1941","Snowfang","114063","227093","141530","0","7","18","4","|cFFFFD200Pet Battle:|r Snowfang|n"
"legion_snapshot_candidate","include_legion","False",,"True","1943","Noblegarden Bunny","33975","227113","141532","0","4","2","6","|cFFFFD200World Event:|r Noblegarden|n|cFFFFD200Vendor: |rNoblegarden Merchant|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\Achievement_Noblegarden_Chocolate_Egg:0|t"
"legion_snapshot_candidate","include_legion","False",,"True","1974","Snowfeather Hatchling","115784","230073","","","2","82","0","|cFFFFD200NPC:|r Orphaned Snowfeather|n"
"legion_snapshot_candidate","include_legion","False",,"True","1975","Direbeak Hatchling","115785","230074","","","2","82","0","|cFFFFD200NPC:|r Orphaned Direbeak|n"
"legion_snapshot_candidate","include_legion","False",,"True","1976","Sharptalon Hatchling","115786","230075","","","2","82","0","|cFFFFD200NPC:|r Orphaned Sharptalon|n"
"legion_snapshot_candidate","include_legion","False",,"True","1977","Bloodgazer Hatchling","115787","230076","","","2","82","0","|cFFFFD200NPC:|r Orphaned Bloodgazer|n|n"
"legion_snapshot_candidate","include_legion","False",,"True","1978","Dutiful Squire","115918","230443","142379","0","0","658","5","|cFFFFD200PvP:|r Prestige Reward"
"legion_snapshot_candidate","include_legion","False",,"True","1979","Dutiful Gruntling","115919","230444","142380","0","0","402","5","|cFFFFD200PvP:|r Prestige Reward"
"legion_snapshot_candidate","include_legion","False",,"True","1984","Albino Buzzard","116080","231017","142448","0","2","2","0","|cFFFFD200Drop:|r Torn Sack of Pet Supplies|n"
"legion_snapshot_candidate","include_legion","False",,"True","1997","Crackers","116871","232867","143679","6","2","18","1","|cFFFFD200Order Hall:|r Hall of Shadows"
"legion_snapshot_candidate","include_legion","False",,"True","1998","Everliving Spore","117180","233331","143756","0","6","2","0","|cFFFFD200Drop: |rDamp Pet Supplies|n"
"legion_snapshot_candidate","include_legion","False",,"True","1999","Cavern Moccasin","117182","233333","143754","0","7","2","0","|cFFFFD200Drop: |rDamp Pet Supplies"
"legion_snapshot_candidate","include_legion","False",,"True","2000","Young Venomfang","117184","233335","143755","0","2","2","0","|cFFFFD200Drop: |rDamp Pet Supplies"
"legion_snapshot_candidate","include_legion","False",,"True","2001","Dibbler","117340","233647","151645","0","9","2","0","|cFFFFD200Drop:|r Leprous Sack of Pet Supplies|n"
"legion_snapshot_candidate","include_legion","False",,"True","2002","Naxxy","117341","233649","151269","0","3","2","6","|cFFFFD200World Event:|r Hallow's End|n|cFFFFD200Vendor: |rWoim|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t|n|n|cFFFFD200Vendor: |rPippi|n|cFFFFD200Zone: |rStormwind|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t|n"
"legion_snapshot_candidate","include_legion","False",,"True","2004","Trashy","117371","233805","143842","0","4","82","2","|cFFFFD200Vendor: |rConjuror Margoss|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Faction: |rConjuror Margoss - Best Friend|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\INV_ELEMENTAL_MOTE_WATER01:0|t"
"legion_snapshot_candidate","include_legion","True","Legion Brawler's Guild rank reward; Brawler's Guild is unavailable","True","2022","Tylarr Gronnden","119040","236285","144394","0","0","18","2","|cFFFFD200Vendor: |rQuackenbush|n|cFFFFD200Zone: |rDeeprun Tram|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Reputation: |rBizmo's Brawlpub, Rank 3|n|n|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Reputation: |rBrawl'gar Arena, Rank 3"
"legion_snapshot_candidate","include_legion","False",,"True","2035","Bloodbrood Whelpling","119498","237250","147539","0","3","82","2","|cFFFFD200Vendor: |rSlimy|n|cFFFFD200Zone: |rAcherus: The Ebon Hold|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\Icons\inv_orderhall_orderresources.BLP:0|t|h"
"legion_snapshot_candidate","include_legion","False",,"True","2036","Frostbrood Whelpling","119499","237251","147540","0","3","82","2","|cFFFFD200Vendor: |rSlimy|n|cFFFFD200Zone: |rAcherus: The Ebon Hold|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\Icons\inv_orderhall_orderresources.BLP:0|t|h"
"legion_snapshot_candidate","include_legion","False",,"True","2037","Vilebrood Whelpling","119500","237252","147541","0","3","82","2","|cFFFFD200Vendor: |rSlimy|n|cFFFFD200Zone: |rAcherus: The Ebon Hold|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\Icons\inv_orderhall_orderresources.BLP:0|t|h"
"legion_snapshot_candidate","include_legion","False",,"True","2042","Scraps","120397","240064","146953","0","3","2","0","|cFFFFD200Drop:|r Curious Wyrmtongue Cache|n|cFFFFD200Zone:|r Broken Shore"
