"status","current_exists","decor_id","item_id","name","catalog_scope","acquisition_expansion","source_kind","source_text","achievement_ids","quest_ids","npc_ids","source_spell_ids","currency_ids","acquisition_source_url"
"acquisition_tbc_confirmed","True","3898","247761","Uncontested Battlefield Banner","global_acquisition_match","the_burning_crusade","achievement","3 Uncontested Battlefield Banner Accents › Ornamental Storm Capper Joruh (Orgrimmar) 400 Honor +1 more source","212","","254606","","1792","https://housing.wowdb.com/decor/3898/uncontested-battlefield-banner-3898/"
"acquisition_tbc_confirmed","True","3899","247762","Netherstorm Battlefield Flag","global_acquisition_match","the_burning_crusade","achievement","3 Netherstorm Battlefield Flag Accents › Ornamental Stormtrooper Joruh (Orgrimmar) 300 Honor +1 more source","213","","254606","","1792","https://housing.wowdb.com/decor/3899/netherstorm-battlefield-flag-3899/"
"acquisition_tbc_confirmed","True","11370","257035","Bronze Banner of the Exiled","tbc_theme","the_burning_crusade","crafted","3 Bronze Banner of the Exiled Accents › Ornamental Crafting: Blacksmithing Profession: Outland Blacksmithing (60)","","","","1261347","","https://housing.wowdb.com/decor/11370/bronze-banner-of-the-exiled-11370/"
"acquisition_tbc_confirmed","True","11371","257036","Draenei Smith's Anvil","tbc_theme","the_burning_crusade","crafted","3 Draenei Smith's Anvil Furnishings › Tables and Desks Crafting: Blacksmithing Profession: Outland Blacksmithing (60)","","","","1261383","","https://housing.wowdb.com/decor/11371/draenei-smiths-anvil-11371/"
"acquisition_tbc_confirmed","True","11372","257037","Draenei Holo-Dais","tbc_theme","the_burning_crusade","crafted","1 Draenei Holo-Dais Accents › Ornamental Crafting: Enchanting Profession: Outland Enchanting (60)","","","","1261331","","https://housing.wowdb.com/decor/11372/draenei-holo-dais-11372/"
"acquisition_tbc_confirmed","True","11373","257038","Draenei Holo-Path","tbc_theme","the_burning_crusade","crafted","1 Draenei Holo-Path Accents › Ornamental Crafting: Enchanting Profession: Outland Enchanting (60)","","","","1261340","","https://housing.wowdb.com/decor/11373/draenei-holo-path-11373/"
"acquisition_tbc_confirmed","True","11374","257039","Draenei Crystal Forge","tbc_theme","the_burning_crusade","crafted","3 Draenei Crystal Forge Accents › Misc Accents Crafting: Blacksmithing Profession: Outland Blacksmithing (60)","","","","1261359","","https://housing.wowdb.com/decor/11374/draenei-crystal-forge-11374/"
"acquisition_tbc_confirmed","True","11431","257093","Aldor Stellar Console","tbc_theme","the_burning_crusade","crafted","3 Aldor Stellar Console Miscellaneous › Miscellaneous - All Crafting: Enchanting Profession: Outland Enchanting (60)","","","","1262828","","https://housing.wowdb.com/decor/11431/aldor-stellar-console-11431/"
"acquisition_tbc_confirmed","True","11878","258190","Outland Mag'har Banner","tbc_theme","the_burning_crusade","crafted","3 Outland Mag'har Banner Accents › Wall Hangings Crafting: Leatherworking Profession: Outland Leatherworking (60)","","","","1263819","","https://housing.wowdb.com/decor/11878/outland-maghar-banner-11878/"
"acquisition_tbc_confirmed","True","11879","258191","Arakkoa Decoy Scarecrow","tbc_theme","the_burning_crusade","crafted","3 Arakkoa Decoy Scarecrow Miscellaneous › Miscellaneous - All Crafting: Leatherworking Profession: Outland Leatherworking (60)","","","","1263818","","https://housing.wowdb.com/decor/11879/arakkoa-decoy-scarecrow-11879/"
"acquisition_tbc_confirmed","True","11880","258192","Talon King's Totem","tbc_theme","the_burning_crusade","crafted","3 Talon King's Totem Miscellaneous › Miscellaneous - All Crafting: Inscription Profession: Outland Inscription (60)","","","","1263814","","https://housing.wowdb.com/decor/11880/talon-kings-totem-11880/"
"acquisition_tbc_confirmed","True","11881","258193","Draenei Holo-Projector Pedestal","tbc_theme","the_burning_crusade","crafted","5 Draenei Holo-Projector Pedestal Miscellaneous › Miscellaneous - All Crafting: Engineering Profession: Outland Engineering (60)","","","","1263654","","https://housing.wowdb.com/decor/11881/draenei-holo-projector-pedestal-11881/"
"acquisition_tbc_confirmed","True","11882","258194","Tempest Keep Cryo-Pod","tbc_theme","the_burning_crusade","crafted","5 Tempest Keep Cryo-Pod Miscellaneous › Miscellaneous - All Crafting: Engineering Profession: Outland Engineering (60)","","","","1263643","","https://housing.wowdb.com/decor/11882/tempest-keep-cryo-pod-11882/"
"acquisition_tbc_confirmed","True","11883","258195","Draenei Weaver's Loom","tbc_theme","the_burning_crusade","crafted","3 Draenei Weaver's Loom Furnishings › Misc Furnishings Crafting: Tailoring Profession: Outland Tailoring (60)","","","","1263692","","https://housing.wowdb.com/decor/11883/draenei-weavers-loom-11883/"
"acquisition_tbc_confirmed","True","11884","258196","Draenei Transmitter","tbc_theme","the_burning_crusade","crafted","1 Draenei Transmitter Miscellaneous › Miscellaneous - All Crafting: Engineering Profession: Outland Engineering (60)","","","","1263663","","https://housing.wowdb.com/decor/11884/draenei-transmitter-11884/"
"acquisition_tbc_confirmed","True","11885","258197","Crystal Signpost","tbc_theme","the_burning_crusade","crafted","3 Crystal Signpost Miscellaneous › Miscellaneous - All Crafting: Inscription Profession: Outland Inscription (60)","","","","1263813","","https://housing.wowdb.com/decor/11885/crystal-signpost-11885/"
"acquisition_tbc_confirmed","True","11886","258198","Gilded Draenei Round Table","tbc_theme","the_burning_crusade","crafted","3 Gilded Draenei Round Table Furnishings › Tables and Desks Crafting: Inscription Profession: Outland Inscription (60)","","","","1263811","","https://housing.wowdb.com/decor/11886/gilded-draenei-round-table-11886/"
"acquisition_tbc_confirmed","True","11887","258199","Aldor Bookcase","tbc_theme","the_burning_crusade","crafted","3 Aldor Bookcase Furnishings › Storage Crafting: Inscription Profession: Outland Inscription (60)","","","","1263810","","https://housing.wowdb.com/decor/11887/aldor-bookcase-11887/"
"acquisition_tbc_confirmed","True","11888","258200","Shattrath Sconce","tbc_theme","the_burning_crusade","crafted","1 Shattrath Sconce Lighting › Wall Lights Crafting: Jewelcrafting Profession: Outland Jewelcrafting (60)","","","","1263817","","https://housing.wowdb.com/decor/11888/shattrath-sconce-11888/"
"acquisition_tbc_confirmed","True","11889","258201","Shattrath Lamppost","tbc_theme","the_burning_crusade","crafted","3 Shattrath Lamppost Lighting › Large Lights Crafting: Jewelcrafting Profession: Outland Jewelcrafting (60)","","","","1263815","","https://housing.wowdb.com/decor/11889/shattrath-lamppost-11889/"
"acquisition_tbc_confirmed","True","11890","258202","Grand Drape of the Exiles","tbc_theme","the_burning_crusade","crafted","5 Grand Drape of the Exiles Accents › Wall Hangings Crafting: Tailoring Profession: Outland Tailoring (60)","","","","1263669","","https://housing.wowdb.com/decor/11890/grand-drape-of-the-exiles-11890/"
"acquisition_tbc_confirmed","True","11903","258215","Halaa Bench","tbc_theme","the_burning_crusade","crafted","3 Halaa Bench Furnishings › Seating Crafting: Inscription Profession: Outland Inscription (60)","","","","1263812","","https://housing.wowdb.com/decor/11903/halaa-bench-11903/"
"acquisition_tbc_confirmed","True","14553","262347","Draenei Crystal Chandelier","tbc_theme","the_burning_crusade","crafted","1 Draenei Crystal Chandelier Lighting › Ceiling Lights Crafting: Jewelcrafting Profession: Outland Jewelcrafting (60)","","","","1269496","","https://housing.wowdb.com/decor/14553/draenei-crystal-chandelier-14553/"
"acquisition_tbc_confirmed","True","15570","264332","Amani Ritual Altar","global_acquisition_match","the_burning_crusade","drop","3 Amani Ritual Altar Furnishings › Tables and Desks Encounter: Nalorakk","","","","","","https://housing.wowdb.com/decor/15570/amani-ritual-altar-15570/"
"acquisition_tbc_confirmed","True","16082","264705","Glazed Sin'dorei Vial","tbc_theme","the_burning_crusade","crafted","1 Glazed Sin'dorei Vial Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1272712","","https://housing.wowdb.com/decor/16082/glazed-sindorei-vial-16082/"
"acquisition_tbc_confirmed","True","16083","264706","Shadow Council Torch","tbc_theme","the_burning_crusade","crafted","3 Shadow Council Torch Lighting › Large Lights Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1272723","","https://housing.wowdb.com/decor/16083/shadow-council-torch-16083/"
"acquisition_tbc_confirmed","True","16086","264709","Stranglekelp Sack","tbc_theme","the_burning_crusade","crafted","1 Stranglekelp Sack Nature › Misc Nature Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1272715","","https://housing.wowdb.com/decor/16086/stranglekelp-sack-16086/"
"acquisition_tbc_confirmed","True","16219","264899","Arakkoan Alchemist's Concoction","global_acquisition_match","the_burning_crusade","crafted","1 Arakkoan Alchemist's Concoction Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273070","","https://housing.wowdb.com/decor/16219/arakkoan-alchemists-concoction-16219/"
"acquisition_tbc_confirmed","True","16220","264900","Arakkoan Alchemist's Bottle","global_acquisition_match","the_burning_crusade","crafted","1 Arakkoan Alchemist's Bottle Accents › Ornamental Crafting: Alchemy Profession: Outland Alchemy (60)","","","","1273064","","https://housing.wowdb.com/decor/16220/arakkoan-alchemists-bottle-16220/"
