"status","current_ability_exists","current_spell_name_exists","profession","profession_id","recipe_spell_id","name","skill_line_ability_id","trade_category_id","trade_category_name","house_decor_recipe","acquire_method","supercedes_spell_id"
"named_recipe","True","True","Alchemy","171","78866","Transmute: Living Elements","22015","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80237","Transmute: Shadowspirit Diamond","22018","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80243","Transmute: Truegold","22014","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80244","Transmute: Pyrium Bar","22017","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80245","Transmute: Inferno Ruby","22013","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80246","Transmute: Ocean Sapphire","22016","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80247","Transmute: Amberjewel","22009","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80248","Transmute: Demonseye","22010","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80250","Transmute: Ember Topaz","22012","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80251","Transmute: Dream Emerald","22011","621","Transmutation","False","0","0"
"named_recipe","True","True","Alchemy","171","80269","Potion of Illusion","22005","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80477","Ghost Elixir","21996","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80478","Earthen Potion","21984","618","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","80479","Deathblood Venom","21982","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80480","Elixir of the Naga","21990","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80481","Volcanic Potion","22019","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80482","Potion of Concentration","22003","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80484","Elixir of the Cobra","21988","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80486","Deepstone Oil","21983","623","Oils","False","0","0"
"named_recipe","True","True","Alchemy","171","80487","Mysterious Potion","22000","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80488","Elixir of Deep Earth","21985","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80490","Mighty Rejuvenation Potion","21999","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80491","Elixir of Impossible Accuracy","21986","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80492","Prismatic Elixir","22008","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80493","Elixir of Mighty Speed","21987","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80494","Mythical Mana Potion","22002","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80495","Potion of the Tol'vir","22006","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80496","Golemblood Potion","21997","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80497","Elixir of the Master","21989","619","Elixirs","False","0","0"
"named_recipe","True","True","Alchemy","171","80498","Mythical Healing Potion","22001","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80508","Lifebound Alchemist Stone","21998","622","Trinkets","False","0","0"
"named_recipe","True","True","Alchemy","171","80719","Flask of Steelskin","21992","620","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","80720","Flask of the Draconic Mind","21993","620","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","80721","Flask of the Winds","21994","620","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","80723","Flask of Titanic Strength","21995","620","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","80725","Potion of Deepholm","22004","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","80726","Potion of Treasure Finding","22007","618","Potions","False","0","0"
"named_recipe","True","True","Alchemy","171","92643","Cauldron of Battle","23744","617","Cauldrons","False","0","0"
"named_recipe","True","True","Alchemy","171","92688","Big Cauldron of Battle","23749","617","Cauldrons","False","0","0"
"named_recipe","True","True","Alchemy","171","93328","Vial of the Sands","24003","624","Mounts","False","0","0"
"named_recipe","True","True","Alchemy","171","93935","Draught of War","23999","618","Potions","False","1","0"
"named_recipe","True","True","Alchemy","171","94162","Flask of Flowing Water","23859","620","Flasks","False","0","0"
"named_recipe","True","True","Alchemy","171","96252","Volatile Alchemist Stone","24143","622","Trinkets","False","0","0"
"named_recipe","True","True","Alchemy","171","96253","Quicksilver Alchemist Stone","24141","622","Trinkets","False","0","0"
"named_recipe","True","True","Alchemy","171","96254","Vibrant Alchemist Stone","24142","622","Trinkets","False","0","0"
"named_recipe","True","True","Alchemy","171","1261255","Gilnean Cauldron","56070","2345","House Decor","True","0","0"
"named_recipe","True","True","Alchemy","171","1269506","Gilnean Green Potion","56864","2345","House Decor","True","0","0"
"named_recipe","True","True","Blacksmithing","164","76178","Folded Obsidium","23742","572","Materials","False","1","0"
"named_recipe","True","True","Blacksmithing","164","76179","Hardened Obsidium Bracers","21760","570","Armor","False","1","0"
"named_recipe","True","True","Blacksmithing","164","76180","Hardened Obsidium Gauntlets","21761","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76181","Hardened Obsidium Belt","21762","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76182","Hardened Obsidium Boots","21763","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76258","Hardened Obsidium Shoulders","21764","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76259","Hardened Obsidium Legguards","21765","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76260","Hardened Obsidium Helm","21766","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76261","Hardened Obsidium Breastplate","21767","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76262","Redsteel Bracers","21768","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76263","Redsteel Gauntlets","21769","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76264","Redsteel Belt","21770","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76265","Redsteel Boots","21771","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76266","Redsteel Shoulders","21772","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76267","Redsteel Legguards","21773","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76269","Redsteel Helm","21774","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76270","Redsteel Breastplate","21775","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76280","Stormforged Bracers","21776","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76281","Stormforged Gauntlets","21777","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76283","Stormforged Belt","21778","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76285","Stormforged Boots","21779","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76286","Stormforged Shoulders","21780","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76287","Stormforged Legguards","21781","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76288","Stormforged Helm","21782","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76289","Stormforged Breastplate","21783","570","Armor","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76291","Hardened Obsidium Shield","21784","573","Shields","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76293","Stormforged Shield","21785","573","Shields","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76433","Decapitator's Razor","21786","571","Weapons","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76434","Cold-Forged Shank","21787","571","Weapons","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76435","Fire-Etched Dagger","21788","571","Weapons","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76436","Lifeforce Hammer","21789","571","Weapons","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76437","Obsidium Executioner","21790","571","Weapons","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76438","Obsidium Skeleton Key","21791","575","Skeleton Keys","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76439","Ebonsteel Belt Buckle","21792","574","Equipment Mods","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76440","Pyrium Shield Spike","21793","574","Equipment Mods","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76441","Elementium Shield Spike","21794","574","Equipment Mods","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76442","Pyrium Weapon Chain","21795","574","Equipment Mods","False","0","0"
"named_recipe","True","True","Blacksmithing","164","76443","Hardened Elementium Hauberk","21796","570","Armor","False","0","0"
